Annual Income (k$),Age,Spending Score (1-100)
-1.7389991930659485,-1.4245687900521393,-0.43480147996914814
-1.7389991930659485,-1.2810354107017978,1.195704069915157
-1.7008297638941763,-1.3528021003769686,-1.7159129834496736
-1.7008297638941763,-1.1375020313514563,1.0404178270690327
-1.6626603347224038,-0.5633685139500905,-0.3959799192576171
-1.6626603347224038,-1.209268721026627,1.0015962663575015
-1.6244909055506316,-0.2763017552494075,-1.7159129834496736
-1.6244909055506316,-1.1375020313514563,1.700384359165061
-1.5863214763788591,1.804932245330544,-1.832377665584267
-1.5863214763788591,-0.6351352036252612,0.8463100235113773
-1.5863214763788591,2.0202323143560563,-1.405340497757425
-1.5863214763788591,-0.2763017552494075,1.8944921627227165
-1.5481520472070869,1.3743321072795196,-1.3665189370458939
-1.5481520472070869,-1.0657353416762856,1.0404178270690327
-1.5481520472070869,-0.13276837589906598,-1.444162058468956
-1.5481520472070869,-1.209268721026627,1.118060948492095
-1.5099826180353144,-0.2763017552494075,-0.5900877228152724
-1.5099826180353144,-1.3528021003769686,0.6133806592421909
-1.4336437596917697,0.9437319692284951,-0.823017087084459
-1.4336437596917697,-0.2763017552494075,1.8556706020111853
-1.3954743305199975,-0.2763017552494075,-0.5900877228152724
-1.3954743305199975,-0.9939686520011148,0.8851315842229084
-1.357304901348225,0.5131318311774707,-1.7547345441612048
-1.357304901348225,-0.5633685139500905,0.8851315842229084
-1.2427966138329078,1.0872653485788366,-1.405340497757425
-1.2427966138329078,-0.706901893300432,1.234525630626688
-1.2427966138329078,0.44136514150229994,-0.7065524049498657
-1.2427966138329078,-0.2763017552494075,0.4192728556845355
-1.2046271846611356,0.08253169312644625,-0.7453739656613968
-1.2046271846611356,-1.1375020313514563,1.4286334341843434
-1.1664577554893631,1.517865486629861,-1.7935561048727358
-1.1664577554893631,-1.2810354107017978,0.8851315842229084
-1.0519494679740462,1.0154986589036659,-1.7935561048727358
-1.0519494679740462,-1.49633547972731,1.622741237741999
-1.0519494679740462,0.728431900202983,-1.405340497757425
-1.0519494679740462,-1.2810354107017978,1.195704069915157
-1.0137800388022737,0.22606507247678773,-1.288875815622832
-1.0137800388022737,-0.6351352036252612,0.8851315842229084
-0.8992717512869568,-0.20453506557423673,-0.9394817692190521
-0.8992717512869568,-1.3528021003769686,0.9627747056459706
-0.8611023221151844,1.8766989350057148,-0.5900877228152724
-0.8611023221151844,-1.0657353416762856,1.622741237741999
-0.8229328929434121,0.6566652105278122,-0.5512661621037414
-0.8229328929434121,-0.5633685139500905,0.4192728556845355
-0.8229328929434121,0.728431900202983,-0.86183864779599
-0.8229328929434121,-1.0657353416762856,0.5745590985306598
-0.7847634637716397,0.8001985898781537,0.18634349141534906
-0.7847634637716397,-0.8504352726507735,-0.12422899427689955
-0.7847634637716397,-0.706901893300432,-0.31833679783455493
-0.7847634637716397,-0.5633685139500905,-0.31833679783455493
-0.7084246054280949,0.728431900202983,0.06987880928075582
-0.7084246054280949,-0.41983513459974897,0.38045129497300445
-0.6702551762563226,-0.5633685139500905,0.14752193070381797
-0.6702551762563226,1.4460987969546903,0.38045129497300445
-0.6702551762563226,0.8001985898781537,-0.20187211569996172
-0.6702551762563226,0.5848985208526415,-0.357158358546086
-0.6320857470845502,0.8719652795533244,-0.007764312142306325
-0.6320857470845502,2.163765693706398,-0.16305055498843063
-0.5557468887410055,-0.8504352726507735,0.03105724856922475
-0.5557468887410055,1.0154986589036659,-0.16305055498843063
-0.5557468887410055,2.2355323833815683,0.22516505212688012
-0.5557468887410055,-1.4245687900521393,0.18634349141534906
-0.5175774595692332,2.0202323143560563,0.06987880928075582
-0.5175774595692332,1.0872653485788366,0.34162973426147336
-0.4794080303974609,1.7331655556553733,0.03105724856922475
-0.4794080303974609,-1.49633547972731,0.34162973426147336
-0.4794080303974609,0.2978317621519585,-0.007764312142306325
-0.4794080303974609,2.091999004031227,-0.08540743356536848
-0.4794080303974609,-1.4245687900521393,0.34162973426147336
-0.4794080303974609,-0.49160182427491966,-0.12422899427689955
-0.44123860122568853,2.2355323833815683,0.18634349141534906
-0.44123860122568853,0.5848985208526415,-0.31833679783455493
-0.4030691720539161,1.517865486629861,-0.046585872853837404
-0.4030691720539161,1.517865486629861,0.22516505212688012
-0.2503914553668267,1.4460987969546903,-0.12422899427689955
-0.2503914553668267,-0.9222019623259441,0.14752193070381797
-0.2503914553668267,0.44136514150229994,0.1087003699922869
-0.2503914553668267,0.08253169312644625,-0.08540743356536848
-0.2503914553668267,-1.1375020313514563,0.06987880928075582
-0.2503914553668267,0.728431900202983,-0.31833679783455493
-0.2503914553668267,1.3025654176043489,0.03105724856922475
-0.2503914553668267,-0.061001686223895235,0.18634349141534906
-0.2503914553668267,2.0202323143560563,-0.357158358546086
-0.2503914553668267,0.5131318311774707,-0.24069367641149278
-0.2503914553668267,-1.2810354107017978,0.2639866128384112
-0.2503914553668267,0.6566652105278122,-0.16305055498843063
-0.13588316785150967,1.1590320382540074,0.30280817354994227
-0.13588316785150967,-1.209268721026627,0.18634349141534906
-0.09771373867973732,-0.3480684449245782,0.38045129497300445
-0.09771373867973732,0.8001985898781537,-0.16305055498843063
-0.05954430950796496,2.091999004031227,0.18634349141534906
-0.05954430950796496,-1.49633547972731,-0.357158358546086
-0.021374880336192604,0.6566652105278122,-0.046585872853837404
-0.021374880336192604,0.08253169312644625,-0.3959799192576171
-0.021374880336192604,-0.49160182427491966,-0.31833679783455493
-0.021374880336192604,-1.0657353416762856,0.06987880928075582
-0.021374880336192604,0.5848985208526415,-0.12422899427689955
-0.021374880336192604,-0.8504352726507735,-0.007764312142306325
0.01679454883557975,0.6566652105278122,-0.31833679783455493
0.01679454883557975,-1.3528021003769686,-0.046585872853837404
0.0549639780073521,-1.1375020313514563,-0.357158358546086
0.0549639780073521,0.728431900202983,-0.08540743356536848
0.0549639780073521,2.0202323143560563,0.34162973426147336
0.0549639780073521,-0.9222019623259441,0.18634349141534906
0.0549639780073521,0.728431900202983,0.22516505212688012
0.0549639780073521,-1.2810354107017978,-0.31833679783455493
0.09313340717912445,1.9484656246808856,-0.007764312142306325
0.09313340717912445,1.0872653485788366,-0.16305055498843063
0.09313340717912445,2.091999004031227,-0.27951523712302384
0.09313340717912445,1.9484656246808856,-0.08540743356536848
0.09313340717912445,1.8766989350057148,0.06987880928075582
0.09313340717912445,-1.4245687900521393,0.14752193070381797
0.13130283635089682,-0.061001686223895235,-0.31833679783455493
0.13130283635089682,-1.4245687900521393,-0.16305055498843063
0.16947226552266917,-1.49633547972731,-0.08540743356536848
0.16947226552266917,-1.4245687900521393,-0.007764312142306325
0.16947226552266917,1.7331655556553733,-0.27951523712302384
0.16947226552266917,0.728431900202983,0.34162973426147336
0.24581112386621387,0.8719652795533244,-0.27951523712302384
0.24581112386621387,0.8001985898781537,0.2639866128384112
0.24581112386621387,-0.8504352726507735,0.22516505212688012
0.24581112386621387,-0.061001686223895235,-0.3959799192576171
0.3221499822097586,0.08253169312644625,0.30280817354994227
0.3221499822097586,0.010765003451275509,1.5839196770304678
0.36031941138153095,-1.1375020313514563,-0.823017087084459
0.36031941138153095,-0.5633685139500905,1.0404178270690327
0.3984888405533033,0.2978317621519585,-0.5900877228152724
0.3984888405533033,0.08253169312644625,1.7392059198765921
0.3984888405533033,1.4460987969546903,-1.5218051798920182
0.3984888405533033,-0.061001686223895235,0.9627747056459706
0.3984888405533033,0.5848985208526415,-1.5994483013150804
0.3984888405533033,0.010765003451275509,0.9627747056459706
0.43665826972507565,-0.9939686520011148,-0.6289092835268035
0.43665826972507565,-0.5633685139500905,0.8074884627998463
0.474827698896848,-1.3528021003769686,-1.7547345441612048
0.474827698896848,-0.706901893300432,1.4674549948958746
0.474827698896848,0.36959845182712925,-1.6770914227381426
0.474827698896848,-0.49160182427491966,0.8851315842229084
0.5129971280686204,-1.4245687900521393,-1.5606267406035494
0.5129971280686204,-0.2763017552494075,0.8463100235113773
0.5511665572403928,1.3025654176043489,-1.7547345441612048
0.5511665572403928,-0.49160182427491966,1.66156279845353
0.5893359864121651,-0.7786685829756027,-0.3959799192576171
